,title,guid,specialization,city,companyName,totalCompensation,totalCompensationNumber,totalCompensationDetails,baseSalary,baseSalaryNumber,oldYearForData,otherContext
58,Software Engineer,xilsyopgf29p0rgux5j0m,,Bergen op Zoom (hybrid option),🔒 Dutch small-size food production company,"€80,000",80000,"€78K salary, €2K equity/year, €6K benefits","€6,500/month",78000,2023,
59,Senior Software Engineer,brlszspriqv9oqm6aeyln,,Leeuwwarden (flexible days),a.s.r. verzekeringen,"€75,000",75000,"€75K salary, €0K benefits","€6,250/month",75000,,
60,Senior Software Engineer - P3,lvlt1eknd4pzx2imeu7yg,Backend,Amsterdam,Catawiki,"€75,000",75000,"€75K salary, €4K relocation","€6,250/month",75000,,
61,Product Software Engineer,qplt1f7grftxyezgf59hf,Platform &amp; Infra,The Hague (hybrid option),Wolters Kluwer,"€94,000",94000,"€87K salary, €7K bonus","€7,250/month",87000,,
62,Operational Supplier Coordinator ,zilt20m6enwagr28phh4,,Veldhoven (flexible days),ASML,"€90,000",90000,"€75K salary, €15K bonus","€6,250/month",75000,,
63,🔒 Entry-level position within other,f7lt26z1qqv5xg6gmcja,,Flexible days,ASML,"€50,500",50500,"€42K salary, €8K bonus","€3,500/month",42000,2023,
64,Technical Solutions Architect,mdlt2xm2x6sjhak3fdcoa,,Amsterdam,🔒 US-based large size networking software company,"€136,000",136000,"€100K salary, €26K bonus, €10K equity/year","€8,333/month",100000,2022,
65,Data Engineer,2plsu4uvz9wkdoijkf44q,,Flexible days,Amazon,"€144,000",144000,"€83K salary, €6K bonus, €55K sign-on, €3K relocation","€6,930/month",83000,2022,
66,Senior Product Designer ,filsuuv00lc5w9baci81s,,Rotterdam (hybrid option),Mendix,"€75,000",75000,€75K salary,"€6,250/month",75000,,
67,Senior Software Engineer,e5lsvjwgas6p09wqplsho,Backend,Amsterdam (flexible days),Adyen,"€117,000",117000,"€105K salary, €12K bonus","€8,750/month",105000,,
68,AI Engineer,azlsvy03sr1gtcgt4j8f4,,The Hague,Dutch medium-size publishing company,"€68,500",68500,"€66K salary, €3K bonus","€5,500/month",66000,,
69,🔒 Mid-level position within software engineering,jhlsw08fgtd7cw82jhqs,,,eBay,"€90,500",90500,"€75K salary, €8K bonus, €8K equity/year","€6,250/month",75000,2023,
70,🔒 Above senior-level position within engineering management,eslsw9bmg83tp63mcq37k,,Hilversum (hybrid option),Nike,"€160,000",160000,"€120K salary, €20K bonus, €20K sign-on","€10,000/month",120000,,
71,Software Engineer,w8lsw9psd2bahsrje21xe,,,HFT,"€210,000",210000,"€75K salary, €135K bonus","€6,250/month",75000,2022,
72,Senior Software Engineer,i9lsw95c65o4n7cryyicp,Backend,Amsterdam (hybrid option),Spotify,"€241,000",241000,"€127K salary, €114K equity/year, €15K benefits","€10,620/month",127000,,
73,Software Engineer II,7jlssnivzeezbez8c076w,,Flexible days,Flexport,"€156,000",156000,"€91K salary, €5K bonus, €60K equity/year, €5K benefits","€7,583/month",91000,2023,
74,Software Engineer,o9lsr9oqxp2h5v6v3gjut,Backend,Amsterdam (hybrid option),Adyen,"€120,000",120000,"€120K salary, €18K benefits","€10,000/month",120000,,
75,Senior Software Engineer ,pclspwqs2f3qn50foj942,,Amsterdam (flexible days),Databricks,"€145,000",145000,"€114K salary, €17K bonus, £12K sign-on, €4K relocation","€9,504/month",114000,2023,
76,Senior Software Engineer,cilsogs6253e2thr5nk29,,Remote from anywhere,🔒 Belgian medium-size trading data intelligence company,"€75,000",75000,"€68K salary, €7K bonus, €3K benefits","€5,667/month",68000,,
77,Software Engineer III,62lsn29qrl2vriskk8gni,,Amsterdam (flexible days),🔒 US-based medium-size financial services company,"€123,000",123000,"€100K salary, €23K bonus, €10K benefits","€8,333/month",100000,2023,
78,Software Engineer,jjlsomdnbungvm7e33bib,,Amsterdam (flexible days),🔒 Dutch medium-size bank,"€50,000",50000,€50K salary,"€4,167/month",50000,2023,
79,Graduate Data Scientist ,zplsojlip44ihvj3yi9jk,,Amsterdam (flexible days),Booking.com,"€56,500",56500,"€55K salary, €2K sign-on, €5K relocation","€4,542/month",54500,,
80,Software Engineer II,3dlsn40iz5wb4xu0flee9,Fullstack,,Booking.com,"€100,000",100000,"€100K salary, €2K relocation","€8,333/month",100000,,
81,Machine Learning Scientist,0rlsora10z8m448qdmmc5,,Amsterdam (hybrid option),Booking.com,"€147,000",147000,"€115K salary, €22K bonus, €10K equity/year","€9,583/month",115000,,
82,Senior Software Engineer,ctlsp8i1d87nvzl58i8ec,,,Adyen,"€115,000",115000,"€95K salary, €20K equity/year, €10K relocation","€7,917/month",95000,,
83,Lead Software Engineer,m7lspuon1f94n3h3j4ew,Backend,Rotterdam (flexible days),HousingAnywhere,"€102,000",102000,"€93K salary, €9K equity/year","€7,733/month",93000,,
84,🔒 Senior-level position within data science,a8lspu3oe1aoghg2a7gjh,,Amsterdam,Adyen,"€120,000",120000,"€100K salary, €20K equity/year","€8,333/month",100000,2023,
85,🔒 Mid-level position within data science,vllskrmjs7vgwsd8q0cac,,Flexible days,Booking.com,"€77,000",77000,"€70K salary, €7K bonus","€5,833/month",70000,2023,
86,🔒 Mid-level position within software engineering,7zlsljpw2z7m3yc56a6n,,Amsterdam (flexible days),Booking.com,"€133,000",133000,"€110K salary, €17K bonus, €7K equity/year","€9,167/month",110000,2023,
87,Software Engineer,ellslzwx8wnq7sfvx3ie,Backend,Remote from anywhere,LaunchDarkly,"£111,000",132000,"£102K salary, £9K equity/year, £6K benefits","£8,533/month",121000,,
88,Senior Advisor Security,a1lsm28w2eb9opvwt7mgl,,Flexible days,Government,"€78,000",78000,€78K salary,"€6,512/month",78000,,
89,Software Engineer II,b1lsm2cpk9sifp04qew5,Backend,Hilversum (hybrid option),RTL,"€88,500",88500,"€78K salary, €10K bonus","€6,523/month",78500,,
90,Medior Software Engineer,a1lsm2hqz9g2hsrjolife,Backend,Rotterdam (hybrid option),Coolblue,"€61,500",61500,"€62K salary, €4K relocation","€5,130/month",61500,2023,
91,Product Owner,7slsmv31tcl1a7s474ra,,Den bosch (flexible days),Essent,"€92,000",92000,"€82K salary, €10K bonus","€6,833/month",82000,,
92,Software Engineer,1jlsk6hjx1bl5citnpwl,,Enschede (hybrid option),🔒 Dutch small-size identity software company,"€48,200",48200,"€48K salary, €0K equity/year","€4,000/month",48000,2023,
93,Software Engineer,aklskb2uxcy5p4tnraf28,,Amsterdam,🔒 Dutch medium-size travel industry company,"€124,000",124000,"€90K salary, €14K bonus, €20K equity/year","€7,500/month",90000,2023,
94,Senior Software Engineer,m8lskdztxyuuojk01su0b,Fullstack,Amsterdam (flexible days),Booking.com,"€159,000",159000,"€115K salary, €23K bonus, €22K equity/year","€9,542/month",115000,,
95,Software Engineer,9xlsj7n1a5ztcqk4gi3i8,DevOps,Remote within country,Fintech branch of well-known bank,"€88,500",88500,"€80K salary, €8K bonus","€6,700/month",80500,,
96,Data Engineer,8plsj9tygbg34r15bzck9,Machine Learning,,SKIM,"€65,000",65000,€65K salary,"€5,417/month",65000,,
97,Data Engineer,e7lsizk5e8yuvu0atwv4,,Amsterdam (hybrid option),Booking.com,"€129,000",129000,"€95K salary, €14K bonus, €20K equity/year","€7,917/month",95000,,
98,Senior Software Engineer,oxlsj5bim7uy24jyd3ul,Backend,Rotterdam (hybrid option),Coolblue,"€65,000",65000,"€65K salary, €15K relocation","€5,400/month",65000,,
99,Lead Solution Software Engineer,j5lsi1wo5qssdb16rg77,Cloud,The Hauge,PostNL,"€86,000",86000,€86K salary,"€7,167/month",86000,,
100,Engineering Manager,rzlshhfdfl2ydum5mlbfi,,Amsterdam,🔒 Dutch small-size series A SaaS startup,"€98,000",98000,"€94K salary, €5K bonus","€7,792/month",93500,,
101,Senior Software Engineer,l7lshjpxd8j7qr8ea48g,Mobile,Amsterdam (flexible days),QWIC,"€65,000",65000,€65K salary,"€5,417/month",65000,2022,
102,🔒 Senior-level position within product &amp; program management,7klsgc6cr0i0pol3lr2sa,,Berlin (flexible days),Amazon,"€77,500",77500,"€75K salary, €3K sign-on","€6,250/month",75000,,
103,🔒 Senior-level position within product &amp; program management,8blsglfhe472qyp9keykp,,Eindhoven (flexible days),ASML,"€90,000",90000,€90K salary,"€7,500/month",90000,2023,
104,Software Engineer,tblsgmgw8e8l8vyw7npqf,,Hybrid option,🔒 Global large-size professional services company,"€152,000",152000,€152K salary,"€12,692/month (€83.5/hour)",152000,2023,Freelance
105,Software Engineer,vblsgoamfuq0d4b67cho,,Flexible days,IMC Trading,"€185,000",185000,"€115K salary, €70K bonus, €8K benefits","€9,583/month",115000,,
106,Software Engineer,sllsgpgnr9nzpa3253clj,"Fullstack, PHP",Amsterdam (flexible days),Digital Agency,"€56,500",56500,"€54K salary, €3K bonus","€4,500/month",54000,,
107,SAP Functional Consultant,n9lsezdg86ncd7p80pd8j,,Flexible days,🔒 French large-size wholesale retail company,"€90,500",90500,"€86K salary, €4K bonus","€7,200/month",86500,2023,
108,Senior ICT Consultant,selsezgpmyit6jk9bup8,Backend,Flexible days,Randstad Groep Nederland,"€89,000",89000,€89K salary,"€7,417/month",89000,,
109,Software Engineer,xclsf65deaz7i53da024,,Flexible days,🔒 Dutch medium-size retail tech company,"€63,000",63000,€63K salary,"€5,250/month",63000,,
110,Software Engineer,4klsf84lmttj8m4xgs0qs,,Amsterdam,Microsoft,"€30,200",30200,€30K salary,"€2,519/month",30200,2015,
111,Senior Sofware Engineer,jilsc2z3d6gset27yn0qd,,Amsterdam (flexible days),🔒 Dutch small-size mobile payments company,"€81,000",81000,"€81K salary, €5K relocation","€6,750/month",81000,,
112,Senior Software Engineer,r8lsc8hn3ld0s4m0huclk,,Amsterdam (flexible days),Getir,"€100,000",100000,€100K salary,"€8,333/month",100000,,
113,Software Engineer,8clsct21prfz8lin81pkb,Fullstack,Flexible days,UL,"€68,000",68000,€68K salary,"€5,667/month",68000,2022,
114,Senior Software Engineer,kplsctuytig6zauacsfju,Fullstack,Hybrid option,Booking.com,"€143,000",143000,"€109K salary, €22K bonus, €12K equity/year, €5K relocation","€9,083/month",109000,2023,
115,Lead Software Engineer,uflscudyw2s3bb4u2hq5,,Amsterdam (hybrid option),🔒 Dutch small-size e-commerce company,"€90,000",90000,€90K salary,"€7,500/month",90000,,
116,Lead Software Engineer,zxlscuyiakm0r4chn7yxa,,Amsterdam (hybrid option),Elsevier,"€116,000",116000,"€105K salary, €11K bonus","€8,750/month",105000,,
117,Medior Scientist,zelscwgszyrjs06c7htn,,The Hague (hybrid option),R&amp;D Institute,"€65,000",65000,"€56K salary, €9K bonus, €8K benefits, €7K relocation","€4,644/month",55500,,
118, BI Engineer,b4lscyh27qb8y7wnoujcq,,Amsterdam (flexible days),🔒 Dutch medium-size real estate company,"€63,000",63000,"€62K salary, €1K bonus","€5,184/month",62000,2022,
119,Program Manager,kelscytlpiqyh1couf37j,,,Booking.com,"€144,000",144000,"€105K salary, €21K bonus, €18K equity/year","€8,750/month",105000,2023,
120,Junior Software Engineer,4dlsd3732t4mccwu5nmu7,"Backend, Python",Eindhoven (flexible days),Datenna,"€45,600",45600,"€45K salary, €0K equity/year, €4K benefits","€3,780/month",45400,,
121,Group Product Manager,pclsd878wcgvb9wgst3eq,,Amsterdam (hybrid option),sennder,"€122,000",122000,"€85K salary, €17K bonus, €20K equity/year","€7,083/month",85000,2022,
122,IT Manager,lclsd8v2msrzg58ilql4,,Amsterdam,Krafton Europe,"€83,500",83500,"€76K salary, €8K bonus, €1K benefits, €5K relocation","€6,336/month",76000,,
123,Product Manager,knlsde9cilgp3xqqse0r5,,Flexible days,Adyen,"€80,500",80500,"€80K salary, €12K benefits","€6,692/month",80500,2023,
124,🔒 Above senior-level position within product &amp; program management,aslsas9rvrmjxgk1h2jz,,Utrecht (hybrid option),Rabobank,"€83,000",83000,€83K salary,"€6,917/month",83000,2023,
125,Senior Software Engineer,jdlsavw3vj0ux6dl270ymf,Backend,Amsterdam (hybrid option),Backbase,"€68,500",68500,€69K salary,"€5,708/month",68500,,
126,Software Engineer,l5lsaw2b2sdbg7m6z3y6u,,,Booking.com,"€139,000",139000,"€103K salary, €15K bonus, €20K equity/year","€8,600/month",103000,2023,
127,Software Engineer,6zlsaz9go4h6770pnrzhn,Backend,Flexible days,Booking.com,"€108,000",108000,"€94K salary, €14K bonus, €60K relocation","€7,833/month",94000,2023,
128,Engineering Manager,tels9d8kf4o9bp66numck,,,Booking.com,"€196,000",196000,"€130K salary, €26K bonus, €40K equity/year","€10,833/month",130000,,
129,Senior Engineering Manager,4olsa6yflz3t3pgg8remn,,Flexible days,Booking.com,"€213,000",213000,"€150K salary, €38K bonus, €25K sign-on, €8K relocation","€12,500/month",150000,2023,
130,Senior Machine Learning Scientist,melsajs7ag1a1mdhmavfu,,,Booking.com,"€174,000",174000,"€137K salary, €27K bonus, €10K equity/year","€11,417/month",137000,2023,
131,Tech Lead,jflsapwk87isakg7l9i4c,Platform &amp; Infrastructure,Amsterdam,Travix,"€95,000",95000,€95K salary,"€7,917/month",95000,,
132,Software Engineer,2elsaq30s6cn5b1mrrc0n,,,🔒 Dutch small-size medical equipment manufacturing company,"€75,000",75000,"€75K salary, €3K relocation","€6,250/month",75000,2021,
133,Senior Software Engineer,kylsas1cj9b1czb0jw5p,Backend,,Knab,"€80,000",80000,€80K salary,"€6,667/month",80000,,
134,Staff Engineer,lrls7ip1gxo63bainjqa,Fullstack,Amsterdam,Yoco,"€223,000",223000,"€105K salary, €118K equity/year, €4K benefits, €20K relocation","€8,750/month",105000,2023,
135,Senior Software Engineer,u8ls8zwbhssun5ghyahod,Fullstack,Remote (hybrid option),Abcam,"€173,000",173000,€173K salary,"€14,440/month (€95/hour)",173000,,Freelance
136,Software Engineer,t6ls64j6cizvnb1tjia8,,Eindhoven (hybrid option),Capgemini Engineering,"€35,300",35300,"€35K salary, €11K benefits","€2,938/month",35300,,
137,Copywriter ,q9ls48ak6m3axjeeua11p,,,🔒 International small-size audio software company,"€61,000",61000,€61K salary,"€5,083/month",61000,2023,Freelance
138,Principal Software Engineer,z2ls4l3zmqla8idmu4r6,Fullstack,Amsterdam (remote within country),ELEVEN SPORTS HQ,"€105,000",105000,€105K salary,"€8,750/month",105000,,
139,Product Intern,luls4vh2daqfygpbcm08p,,Flexible days,Databricks,"€92,000",92000,€92K salary,"€7,668/month",92000,,
140,Senior Software Engineer,bqls083yvp2t3d6inqkhg,Backend,Amsterdam (remote within country),Gigs,"€124,000",124000,"€115K salary, €9K equity/year","€9,583/month",115000,,
141,Senior Software Engineer,9kls0qnyfc83hs6obxwyj,,,Databricks,"€127,000",127000,"€110K salary, €17K bonus","€9,167/month",110000,2023,
142,Expert IT Engineer,kzls1qxod45zrktcnsokl,,Flexible days,Van Lanschot Kempen,"€84,000",84000,€84K salary,"€7,000/month",84000,2023,
143,🔒 Senior-level position within software engineering,1als0rvpq667gnb48n6i7,,Flexible days,Bitvavo,"€120,000",120000,€120K salary,"€10,000/month",120000,2023,
144,Senior QA Engineer,dpls35k6go5hxgmy9gbtt,,Amsterdam (remote within country),Backbase,"€84,000",84000,"€80K salary, €4K bonus","€6,667/month",80000,,
145,Data Engineer,eylrxw4svkhs29dmkfp2o,,Amsterdam (flexible days),Adyen,"€94,000",94000,"€72K salary, €12K bonus, €10K equity/year","€6,000/month",72000,,
146,Software Engineer,1hlrytfifgog055iy3blg,,Amsterdam (remote within country),🔒 Canadian medium-size security software company,"€141,000",141000,"€108K salary, €15K sign-on, €18K equity/year","€9,000/month",108000,,
147,Principal Cloud Engineer II,6wlrvti4wswfy90dm4oi9,,Amsterdam (hybrid option),McKinsey &amp; Company,"€246,000",246000,"€156K salary, €65K bonus, €26K sign-on, €5K relocation","€12,958/month",156000,,
148,Senior Software Engineer,nrlrv6lgjqmjl1qzkjixb,,Amsterdam (flexible days),Box,"€160,000",160000,"€115K salary, €45K equity/year, €6K benefits","€9,583/month",115000,2023,
149,Tech Lead,z0lrupa494y5dl7rzaeu9,Fullstack,Flexible days,KPN,"€108,000",108000,"€99K salary, €9K bonus, €25K benefits","€8,291/month",99500,,
150,Data Engineer,t9lruiy6b1hhqg6b10xcg,,Amsterdam (hybrid option),🔒 Dutch small-size hospitality software company,"€46,700",46700,"€47K salary, €1K benefits","€3,888/month",46700,,
151,🔒 Above senior-level position within engineering management,96lrrql961gsv4e3ljukv,,Amsterdam (flexible days),Elsevier,"€85,500",85500,"€83K salary, €2K bonus, €1K benefits","€6,916/month",83000,2023,
152,Software Engineer,b8lrn9u5hzaj2xg1fnsyc,,Rotterdam (flexible days),🔒 Lebanese small-size edutech company,"€79,500",79500,"€71K salary, €9K bonus","€5,917/month",71000,,
153,Software Engineer,sflrnbi29w5jvv0ui53ec,Frontend,Rotterdam (flexible days),Coolblue,"€53,500",53500,"€53K salary, €5K relocation","€4,450/month",53500,,
154,Data Engineer,7ilrnn3ze8a47ffiod3n6,,&amp;#x27;s-Hertogenbosch (flexible days),🔒 Dutch large-size industrial bakery,"€71,500",71500,€72K salary,"€5,976/month",71500,,
155,Lead Software Engineer,qblrnrpbffvb37oghzr7,,Gouda (hybrid option),🔒 Dutch small-size IT services and consulting company,"€52,500",52500,"€52K salary, €0K bonus, €1K benefits","€4,350/month",52000,2023,
156,Software Engineer,kllro1xkvg2ljwalvwxpk,,Hybrid option,🔒 Dutch small-size IT services and consulting company,"€36,300",36300,€36K salary,"€3,024/month",36300,2023,
157,Engineering Manager,d6lrqn8evsd1vfaki7we7,,Amsterda.,Miro,"€122,000",122000,€122K salary,"€10,167/month",122000,,
158,Software Engineer,jnlrnz8ybilbmn2ttquol,Frontend,Amsterdam (flexible days),IKEA,"€90,000",90000,"€82K salary, €8K bonus","€6,833/month",82000,,
159,Senior Software Engineer,a8lrorbhj4xbkdvpfafsj,,Amsterdam (hybrid option),Booking.com,"€177,000",177000,"€115K salary, €23K bonus, €39K equity/year","€9,583/month",115000,2023,
160,Software Engineer,f7lrotiomqpasp22wb06r,Fullstack,Remote from anywhere,HackerOne,"€63,000",63000,€63K salary,"€5,254/month",63000,,
161,Lead Software Engineer,r5lrp4xo3bextlfsfzwrk,,amsterdam (hybrid option),Large Indian IT company,"€94,500",94500,"€85K salary, €10K bonus, €6K benefits","€7,083/month",85000,,
162,Software Engineer II,uvlrq7nnu1ebe4dc3ahig,,Amsterdam (flexible days),Booking.com,"€134,000",134000,"€98K salary, €15K bonus, €15K sign-on, €7K equity/year","€8,170/month",98000,,
163,Lead Software Engineer,htlrqe9vtdbu3yp5hbvhv,,Amsterdam (flexible days),Adyen,"€98,000",98000,"€90K salary, €8K bonus","€7,500/month",90000,,
164,Software Engineer,mxlrq75r1sh3s8ndebvp,Mobile,Remote within country,GitHub,"€98,500",98500,"€66K salary, €33K equity/year","€5,458/month",65500,,
165,Software Engineer,p6lrnjb1qi3kf2p5x3py,,Flexible days,🔒 Dutch small-size software company,"€35,600",35600,"€36K salary, €1K benefits","€2,970/month",35600,,
166,Team Manager,1elrn7b25trj7nxgnsgip,,Apeldoorn (flexible days),🔒 Dutch government,"€76,500",76500,€76K salary,"€6,364/month",76500,,
167,Lead Software Engineer,y1lrn5i2122zpch3ait1p,DevOps,Utrecht,Local scaleup,"€79,000",79000,€79K salary,"€6,563/month",79000,2023,
168,Software Engineer,73lrn59dbxknryy15iba,Fullstack,Rotterdam (flexible days),XSARUS,"€41,100",41100,€41K salary,"€3,427/month",41100,,
169,Senior IC Design Engineer,u8lrmhhd2nov0axg7dycn,,Flexible days,🔒 US-based small-size semiconductor manufacturing startup,"€91,000",91000,"€70K salary, €21K bonus","€5,833/month",70000,2023,
170,System Administrator,phlrmmwbexg5rtk3x6o9c,,Hybrid option,Local company,"€44,800",44800,"€43K salary, €2K bonus","€3,564/month",42800,,
171,🔒 Above senior-level position within engineering management,1alrmndom27pg0kfymopa,,,Adyen,"€312,000",312000,"€208K salary, €104K equity/year, €12K benefits","€17,333/month",208000,2023,
172,Business Analyst,p0lrmsc38aj48nkzqlin8,,Amsterdam (flexible days),🔒 Dutch government,"€66,000",66000,€66K salary,"€5,500/month",66000,2023,
173,Software Engineer,ohlrl2aac6vfjujz1gojp,Embedded,Maassluis (flexible days),Lely,"€53,000",53000,"€53K salary, €1K bonus","€4,375/month",52500,,
174,Junior Software Engineer,97lrj50igulyoepg1gmrj,,Wageningen (remote within country),Small IT Company outside of Randstad,"€32,300",32300,€32K salary,"€2,690/month (€17.7/hour)",32300,,Freelance
175,Lead Software Engineer,gllrj7prds9cnr1tl3fch,,Amsterdam,🔒  Dutch small-size data &amp; AI company,"€110,000",110000,"€73K salary, €13K bonus, €25K equity/year, €15K benefits","€6,048/month",72500,,
176,🔒 Mid-level position within software engineering,8jlrj3adgxg6895jwtwz,,Hybrid option,Albert Heijn,"€105,000",105000,"€95K salary, €10K bonus","€7,917/month",95000,,
177,IT Engineer intern,wllrgrgjuzne9jmsb8oj,,Amsterdam,🔒 Top 3 Dutch bank,"€9,700",9700,€10K salary,€810/month,9700,2023,
178,Software Engineer ,sulrhf2ryyc4iz4fxfv59,,,ING,"€50,000",50000,€50K salary,"€4,167/month",50000,,
179,Engineering Manager ,iclricqx84o0s35p3v08,,Flexible days,Booking.com,"€172,000",172000,"€132K salary, €26K bonus, €13K equity/year","€11,000/month",132000,,
180,Data Science Consultant,qjlrg6wfvhb7hksbhcl4n,,Amsterdam,Accenture,"€71,000",71000,"€69K salary, €2K bonus","€5,750/month",69000,,
181,Control System Engineer,f4lrg8hkcucq7j6qa0ego,,Eindhoven (hybrid option),Aircision,"€60,000",60000,€60K salary,"€5,000/month",60000,2023,
182,Senior Software Engineer,k5lrexvx91c7cqdzj0b7,Frontend,Rotterdam (hybrid option),HousingAnywhere,"€80,000",80000,€80K salary,"€6,667/month",80000,2023,Freelance
183,Software Engineer,tvlreya7wex1nc4ks2898,,Delft (flexible days),Local startup,"€42,000",42000,€42K salary,"€3,496/month (€23/hour)",42000,,Freelance
184,Software Engineer,l6lrf96pftglkj9gk4j9l,Frontend,Amersfort (flexible days),Tranzer,"€40,200",40200,€40K salary,"€3,350/month",40200,2023,
185,Master Thesis Intern,6ulrfh3qmvltfb99nmz9c,,Amsterdam (hybrid option),KPN,"€7,200",7200,€7K salary,€600/month,7200,,
186,Software Engineer,nmlrfjebena49keitb6f6,,,🔒 German small-size SaaS company,"€70,000",70000,€70K salary,"€5,833/month",70000,2023,
187,Software Engineer,1klrg1nhm90lks83t7kdh,Embedded,Bucharest (hybrid option),NXP Semiconductor,"€35,600",35600,"€33K salary, €3K bonus","€2,750/month",33000,2023,
188,Software Engineer,vxlrb8xhkhtw61y5ewgxk,,,Nationale-Nederlanden,"€60,000",60000,€60K salary,"€5,000/month",60000,2022,
189,Software Engineer,5dlrb924t9y2hsj7mw9d9,Fullstack,Amsterdam (flexible days),FLYR,"€62,500",62500,"€62K salary, €1K bonus, €1K benefits","€5,167/month",62000,2022,
190,Data Analyst,8nlrb9ajveytmojpvoay,,Amsterdam (hybrid option),iptiQ by Swiss Re,"€83,000",83000,"€75K salary, €8K bonus, €5K relocation","€6,250/month",75000,2023,
191,Lead Software Engineer ,x5lr7tytj7d8g9yg9gu3k,,Amsterdam (remote within country),Elsevier,"€135,000",135000,"€118K salary, €12K bonus, €5K sign-on","€9,833/month",118000,2023,
192,Senior Software Engineer,eilr6whdoiwt0letiqy9s,,Amsterdam (flexible days),Ireckonu,"€78,000",78000,"€73K salary, €5K bonus","€6,083/month",73000,2023,
193,Data Engineer,3nlr3l4al7iw6i2aupw5,,Amsterdam (flexible days),ABN Amro,"€59,000",59000,€59K salary,"€4,933/month",59000,2023,
194,Software Engineer,8tlr2mtu8l8pzuz2fxpst,,,ParkBee,"€55,000",55000,€55K salary,"€4,583/month",55000,2023,
195,Software Engineer,u0lr2mwwwj845sr0qyz13,,,Philips,"€55,000",55000,€55K salary,"€4,583/month",55000,2023,
196,🔒 Mid-level position within other,1wlr21qcxkxne1th40kqf,,Hybrid option,Philips,"€65,000",65000,"€65K salary, €1K benefits","€5,417/month",65000,2023,
197,Senior Technical Architect,h5lr244lkg4vy6yksf2nt,,Amsterdam (flexible days),Salesforce,"€141,000",141000,"€105K salary, €16K bonus, €20K equity/year, €30K benefits","€8,750/month",105000,2023,
198,Senior Software Engineer,1dlr23yg91jvonbldbgfe,Backend,Amsterdam (hybrid option),Box,"€115,000",115000,"€115K salary, €0K equity/year, €6K benefits","€9,583/month",115000,2023,
199,🔒 Entry-level position within software engineering,k0lr0uyfnyzkpxh3bmo4b,,Rotterdam,CGI,"€42,000",42000,"€34K salary, €8K bonus, €1K benefits","€2,800/month",33600,,
200,🔒 Senior-level position within data science,3llr10ph04w8z4s6pqpi,,,Booking.com,"€158,000",158000,"€123K salary, €25K bonus, €10K sign-on","€10,250/month",123000,2022,
201,Senior Software Engineer,utlr0e7lryrx544c6o4wq,Fullstack,Amsterdam (hybrid option),Harver,"€90,000",90000,"€82K salary, €8K bonus, €1K relocation","€6,833/month",82000,,
202,Risk Modeller,1elqzlv5x5939qypx6ml4,,Hybrid option,Rabobank,"€80,000",80000,€80K salary,"€6,667/month",80000,,
203,Senior Project Manager ,t2lqz500wn7hp25smssc,,Delft (flexible days),Riscure,"€75,000",75000,€75K salary,"€6,250/month",75000,2023,
204,Senior QA Engineer,uelqy24sag92duyxcak78,,Amsterdam (flexible days),Fareharbor,"€73,500",73500,"€67K salary, €7K bonus, €5K relocation","€5,583/month",67000,2023,
205,Senior Compliance Engineer,rslqvkfku3m30m0rnvrfd,,Flexible days,Philips,"€82,500",82500,"€77K salary, €1K bonus, €5K sign-on, €10K relocation","€6,417/month",77000,2023,
206,Lead Software Engineer,vtlqw1x9ey076lt88bbwtr,,Hilversum,Nike,"€107,000",107000,"€93K salary, €14K bonus","€7,750/month",93000,2023,
207,Senior Software Engineer 2,r5lqsiij01gpp6970z2br,,Flexible days,KPN,"€84,000",84000,"€80K salary, €4K bonus","€6,667/month",80000,2023,
208,Senior Software Engineer,tblqsjbf1ihgqbxe114ce,,Amsterdam,🔒 Dutch small-size e-commerce startup,"€97,000",97000,"€77K salary, €20K equity/year, €1K relocation","€6,417/month",77000,,
209,Design Engineer,aalqmxrxwf8iidpe33rmf,,Eindhoven (hybrid option),ASML,"€73,000",73000,"€61K salary, €12K bonus, €1K benefits","€5,083/month",61000,2023,
210,🔒 Entry-level position within software engineering,polqi50fzm09rgq4gf07b8,,Amsterdam (flexible days),Flow Traders,"€66,000",66000,"€60K salary, €6K bonus, €3K benefits, €2K relocation","€5,000/month",60000,,
211,Software Engineer,drlqgo7cyhwpc492s7n2i,AI,Amsterdam (flexible days),ABN AMRO,"€60,000",60000,"€60K salary, €10K benefits","€5,000/month",60000,,
212,Software Engineer,wmlqgob65zgaentcye4xr,Embedded,Veldhoven (flexible days),ASML,"€7,800",7800,€8K salary,€648/month,7800,,
213,Associate at Product and Innovation,2clqhh8tee7h1om0uanb4,,Amsterdam,DEGIRO,"€63,000",63000,€63K salary,"€5,250/month",63000,2023,
214,Junior Business Analyst,eulqfd7i56an07oemg2x,,Flexible days,Rabobank,"€52,000",52000,"€48K salary, €4K bonus","€3,967/month",47600,2023,
215,🔒 Intern-level position within design,dxlqfi7gy64ak612gk0yn,,Amsterdam,Uber,"€54,000",54000,€54K salary,"€4,500/month",54000,2023,
216,Senior Software Engineer,5nlqfpan7apglzykw7x0c,,Rotterdam,Local startup,"€78,500",78500,€78K salary,"€6,531/month",78500,2023,
217,Software Engineer I,q2lqf8y13b4m4ayq09jk3,,Amsterdam (hybrid option),Flexport,"€130,000",130000,"€77K salary, €8K bonus, €45K equity/year","€6,417/month",77000,2023,
