,title,guid,specialization,city,companyName,totalCompensation,totalCompensationNumber,totalCompensationDetails,baseSalary,baseSalaryNumber,oldYearForData,otherContext
2176,Associate Software Engineer,jbl3x04327t10g6i3rlma,,,Pegasystems,"€58,000",58000,"€54K salary, €3K bonus, €1K equity/year","€4,500/month",54000,2021,
2177,Machine Learning Engineer,afl3xkfesxrcdaaosc6i,,Amsterdam (hybrid option),Beat,"€99,500",99500,"€94K salary, €6K bonus, €2K benefits","€7,833/month",94000,2022,
2178,Senior software engineer ,mal3xgjmivfqox351p08,,Amsterdam (remote within country),TomTom,"€97,000",97000,€97K salary,"€8,083/month",97000,2022,
2179,Senior SDET,u0l3xhztl5gt4f93kv306,,Amsterdam (hybrid option),DAZN,"€98,000",98000,"€85K salary, €13K bonus","€7,083/month",85000,2022,
2180,Senior IAM Engineer,osl3yeo76z2j2oql2co9,,Eindhoven (hybrid option),🔒 Finance,"€111,000",111000,"€103K salary, €9K bonus","€8,542/month",103000,2022,
2181,🔒 Senior-level position within software engineering,tyl3yibkrlgrxwdn6r6jf,,Amsterdam (remote within country),Elastic,"€146,000",146000,"€119K salary, €27K equity/year","€9,900/month",119000,2022,
2182,Intern,a2l3rncl5rylkzxqspovq,,Barneveld (flexible days),Fellowmind,"€4,800",4800,€5K salary,€400/month,4800,2022,
2183,Product Owner,y8l3rrv7o3ulb7k2cjzk,,Hoofddorp,Worldline,"€79,000",79000,"€72K salary, €7K bonus","€6,000/month",72000,2022,
2184,Intern Data Science,2el3svt57p4uqnlz0d1xp,,Hybrid option,🔒 Small-medium software company,"€6,000",6000,€6K salary,€500/month,6000,2022,
2185,Medior Software Engineer,m7l3vayt62c5uj8r6sy5c,,,Sogeti,"€51,000",51000,"€50K salary, €1K equity/year","€4,167/month",50000,2022,
2186,Software Engineering Manager,2vl3u7abvuiqvip787x9p,,Amsterdam (hybrid option),Catawiki,"€115,000",115000,"€110K salary, €5K equity/year, €1K benefits","€9,167/month",110000,2021,
2187,Software Engineer,qxl3u6gr8cbvs9ve62qw,,Hybrid option,ING,"€65,000",65000,€65K salary,"€5,417/month",65000,2022,
2188,Senior Software Engineer ,ynl3uh43nbvjfb76sls7,,Amsterdam,Adyen ,"€125,000",125000,"€100K salary, €25K equity/year","€8,333/month",100000,2022,
2189,Java Engineer,n9l3vmuzjqjmf7ecpxt8p,,Amsterdam (hybrid option),Adyen,"€60,000",60000,"€60K salary, €15K benefits","€5,000/month",60000,2022,
2190,🔒 Mid-level position within software engineering,pwl3uftrm6xuzgb2t6o2s,,Remote (remote within country),🔒 Cybersecurity industry,"€64,000",64000,"€64K salary, €4K benefits","€5,333/month",64000,2022,
2191,It tech field,uml2wcv9hpa9sv681chmb,,Flexible days,🔒 Fast grocery delivery,"€55,000",55000,"€50K salary, €5K equity/year, €0K benefits","€4,167/month",50000,2022,
2192,Senior engineer,f2l3j8bapbh0xfj14fzbq,,Amsterdam (remote within country),🔒 Medical tech company,"€81,000",81000,€81K salary,"€6,750/month",81000,2022,
2193,Data scientist,z8l2w2jti7h4o3q3c284j,,Flexible days,🔒 Dutch insutance company,"€5,850",5850,€6K salary,€486/month,5850,2022,
2194,Senior Full Stack Engineer,dvl33jnfx1r4givoptxmj,,Amsterdam (remote from anywhere),🔒 Research tools producer and distributor,"€155,000",155000,€155K salary,"€12,920/month (€85/hour)",155000,2022,Freelance
2195,Director of Engineering,7ol3or9xu1xf49a629sr,,Amsterdam (hybrid option),🔒 Global classifieds company,"€238,000",238000,"€173K salary, €35K bonus, €30K equity/year, €5K benefits","€14,417/month",173000,2022,
2196,Mechanical Engineer,opl3qddq76w5goc5xwq7i,,Veldhoven (flexible days),ASML,"€80,000",80000,"€72K salary, €8K bonus, €6K benefits","€6,000/month",72000,2022,
2197,Design Engineer,8wl3nb4zyo34tifopzjzr,,Eindhoven (flexible days),ASML,"€74,500",74500,"€62K salary, €12K bonus","€5,167/month",62000,2022,
2198,🔒 Senior-level position within software engineering,c4l3qvdahbykuw80x04h,,Utrecht (hybrid option),Rabobank,"€105,000",105000,€105K salary,"€8,750/month",105000,2021,
2199,Senior test engineer,31l2oxbqeopbrz9k12ttg,,Hybrid option,Snappet,"€65,500",65500,€65K salary,"€5,450/month",65500,2022,
2200,Senior Software Engineer,nsl3m1eichkv4onjaqwm,,Amsterdam,Amsterdam Platform Creation,"€98,000",98000,"€85K salary, €13K bonus, €5K relocation","€7,083/month",85000,2022,
2201,Security Architect,otl3lixmzu0g945q1obuu6,,Flexible days,🔒 Media company,"€101,000",101000,"€89K salary, €12K bonus","€7,417/month",89000,2022,
2202,Tester,wfl3lkx0c7nr5szfh9eu,,Hybrid option,🔒 Top-3 Health Insurance,"€74,000",74000,"€74K salary, €1K benefits","€6,183/month",74000,2022,
2203,Software Engineer,1hl3mrynvhw1brtgg8wq8,,Amsterdam,Picnic,"€64,000",64000,€64K salary,"€5,350/month",64000,2022,
2204,Senior full stack / lead developer,6tl3l9o2j5zbh71xg9fon,,Nijmegen (hybrid option),🔒 local SME,"€60,000",60000,"€58K salary, €2K bonus","€4,860/month",58500,2022,
2205,Staff Software Engineer,5bl3k7fiazdbgpy9jynvg,,Hybrid option,ServiceNow,"€119,000",119000,"€86K salary, €13K bonus, €20K equity/year","€7,167/month",86000,2022,
2206,Senior consultant ,itl2x9qmuly0kyq0yn48,,Nijmegen (flexible days),Delaware,"€63,500",63500,"€64K salary, €5K benefits","€5,300/month",63500,2022,
2207,Senior iOS Developer,1vl2zu2v6ezu3tzd65u2s,,Rotterdam (hybrid option),🔒 Local start-up,"€65,000",65000,"€65K salary, €1K benefits","€5,417/month",65000,2022,
2208,Android Developer,l7l3j3u2jhiz6qhjnenzm,,Amsterdam,Bunq,"€57,500",57500,€58K salary,"€4,806/month",57500,2022,
2209,Principal Backend Engineer,xll3j4ms8gxbmqt89otkf,,Amsterdam (hybrid option),Backbase,"€89,500",89500,"€83K salary, €6K bonus","€6,936/month",83000,2022,
2210,🔒 Above senior-level position within software engineering,9al3j52aulwmnxghs8u2,,Amsterdam (hybrid option),TomTom,"€96,500",96500,"€90K salary, €6K bonus","€7,500/month",90000,2022,
2211,Data Science Intern,r4l3ilkcf4n1s1qli2xy,,Amsterdam (hybrid option),Elsevier,"€6,000",6000,€6K salary,€500/month,6000,2022,
2212,information manager,lol2wd1o0577go8kw74d6,,the hague,🔒 government,"€90,000",90000,€90K salary,"€7,500/month",90000,2022,
2213,Scrum master,xdl2w2bh7t7nd57u4cy27,,,Sogeti,"€46,700",46700,€47K salary,"€3,888/month",46700,2022,
2214,Medior Software Engineer,cgl2rnpunlmds5legws5,,Amsterdam (hybrid option),🔒 Advertising software company,"€42,200",42200,€42K salary,"€3,516/month",42200,2022,
2215,Lead Software Architect,84l10lo10lirso7d0bv39,,Hybrid option,🔒 Mid sized company,"€80,000",80000,€80K salary,"€6,667/month",80000,2022,
2216,Front-end developer,38l0jzzo2oegdf1d3a50j,,Utrecht (flexible days),🔒 Small startup ,"€32,400",32400,"€32K salary, €1K relocation","€2,700/month",32400,2022,
2217,Back-End developer ,p3l0jzscqsax3lskmu0m9,,Flexible days,🔒 local company,"€25,200",25200,€25K salary,"€2,100/month",25200,2022,
2218,Senior Software Engineer (Backend),fyl0jra8ru0gsfzmvz5gsd,,Amsterdam (flexible days),🔒 local startup,"€90,500",90500,"€88K salary, €3K equity/year","€7,333/month",88000,2022,
2219,Senior software engineer,wol3hu7ajqqsy6flh1ivk,,Amsterdam (hybrid option),ABN AMRO,"€87,500",87500,€88K salary,"€7,300/month",87500,2022,
2220,Senior Software Engineer,rfl3e8knjf5j4wt5qv1ol,,Amsterdam (remote within country),🔒 Local Startup,"€115,000",115000,"€100K salary, €10K bonus, €5K equity/year","€8,333/month",100000,2022,
2221,SDET,o1l3f40ycjsj1aagt1yjo,,Amsterdam (hybrid option),🔒 Travel industry,"€109,000",109000,"€84K salary, €25K equity/year, €0K benefits","€7,020/month",84000,2022,
2222,Solution Architect,nql3fgk9tuyr75ma0i5yc,,,🔒 Managed IT services,"€96,000",96000,€96K salary,"€7,992/month",96000,2022,
2223,Senior Solution architect,ehl2w2cz85chbibpscl0o,,Utrecht (hybrid option),Dutch Government,"€82,000",82000,€82K salary,"€6,833/month",82000,2022,
2224,Corporate training coördinator ,yzl3fofi3j4u2fst63riw,,Arnhem (flexible days),🔒 450 people multinational producing market leading product,"€76,000",76000,€76K salary,"€6,333/month",76000,2021,
2225,Data Engineer,jyl30of4j9c3dz5tkedeo,,Utrecht,LINKIT,"€62,500",62500,"€58K salary, €4K bonus","€4,860/month",58500,2022,
2226,Software Engineer,tcl3hq0k5d32b8wluh72c,,Utrecht,Kramp Hub,"€53,500",53500,"€50K salary, €3K bonus","€4,200/month",50500,2021,
2227,Soc analyst,mll3hgckpqbb3h0h95v4n,,,🔒 Government,"€32,400",32400,€32K salary,"€2,700/month",32400,2022,
2228,Security analyst,e0l3hgiqngoqi768sy8d,,,🔒 Government,"€32,400",32400,€32K salary,"€2,700/month",32400,2022,
2229,Software Engineer,i0l2wc77bhuxi9e413c29,,Arnhem (hybrid option),🔒 IT solutions consulting,"€39,000",39000,€39K salary,"€3,250/month",39000,2022,
2230,Cloud engineer,ogl33278dxtj0yzqj7cg,,Amsterdam,HEMA,"€70,000",70000,€70K salary,"€5,833/month",70000,2020,
2231,Project lead ,r1l3h125xsg9sionxjrfi,,,🔒 Medical camera systems ,"€58,000",58000,€58K salary,"€4,833/month",58000,2022,
2232,🔒 Senior-level position within product &amp; program management,4yl3gam8j9ds3cdcp6yw,,,ASML,"€164,000",164000,€164K salary,"€13,642/month (€89.75/hour)",164000,2022,Freelance
2233,Junior Sofware Engineer,cll3eepx07b29ap1o6ux9,,Rotterdam (hybrid option),🔒 regional small company,"€31,700",31700,"€27K salary, €4K bonus","€2,280/month (€15/hour)",27400,2022,
2234,🔒 Senior-level position within software engineering,0wl3gdccbglnpsf7mt7d8,,Amsterdam (hybrid option),ABN AMRO,"€120,000",120000,€120K salary,"€10,000/month",120000,2022,Freelance
2235,🔒 Senior-level position within software engineering,lil3g2wq2cvtldm0ccvnd,,Hybrid option,Backbase,"€77,500",77500,"€75K salary, €3K bonus, €3K relocation","€6,250/month",75000,2021,
2236,🔒 Senior-level position within engineering management,fsl3gacwpqs7kw9v3ni6,,Veldhoven (flexible days),ASML,"€113,000",113000,"€94K salary, €19K bonus, €7K relocation","€7,833/month",94000,2022,
2237,🔒 Senior-level position within software engineering,q3l3fzq2ocs5vulvloyfp,,Amsterdam,Mobiquity,"€70,000",70000,"€70K salary, €1K benefits","€5,833/month",70000,2022,
2238,Senior Software Engineer Roku,xkl3a4culble7bzvyewrc,,Roelofarendsveen (remote within country),🔒 US media company,"€87,500",87500,"€73K salary, €15K bonus","€6,060/month",72500,2022,
2239,Software Engineer,col3estk4f048vcqag3b5,,Arnhem (flexible days),Avisi,"€48,600",48600,€49K salary,"€4,050/month",48600,2021,
2240,Junior software engineer,0sl3gxo9qciabfkl5jl6l,,Friesland (flexible days),🔒 Small ERP company,"€33,600",33600,€34K salary,"€2,800/month",33600,2022,
2241,Data Scientist,oal3euswqu76m99jq5o6e,,Amsterdam (hybrid option),🔒 Dutch FinTech company,"€110,000",110000,"€100K salary, €5K bonus, €5K equity/year, €1K benefits","€8,333/month",100000,2022,
2242,Service delivery manager it outsourcing,k8l2w6fd4r8l1ldvnkgs,,Flexible days,🔒 IT company,"€62,500",62500,€62K salary,"€5,200/month",62500,2021,
2243,IT ,dvl2weoz02aj6y0z29hm,,Flexible days,Nexxt ,"€35,000",35000,"€32K salary, €3K bonus","€2,700/month",32400,2022,
2244,Owner,k4l2wuunnwxln427dbg8,,Gorinchem,🔒 Software consulting,"€108,000",108000,€108K salary,"€9,000/month",108000,2021,
2245,Azure consultant,uul2xj5w6t1ismbz6vvug,,Flexible days,🔒 Developer agency,"€57,000",57000,"€57K salary, €12K benefits","€4,752/month",57000,2022,
2246,Senior Manager,6tl36wzwbh2cg3h8a6t7x,,Amstersm (hybrid option),Virtusa,"€94,000",94000,"€92K salary, €2K bonus","€7,667/month",92000,2022,
2247,Software Engineer,7sl3ecu5u8c9u7fzfjddh,,Eindhoven (hybrid option),Yrz,"€54,000",54000,"€36K salary, €18K bonus, €11K benefits","€3,024/month",36300,2021,
2248,Software Engineer ,ybl2zve9f8mb0qinknkfq,,Delft (remote within country),Scenwise,"€36,500",36500,€36K salary,"€3,040/month (€20/hour)",36500,2020,
2249,It consultant,bdl2yb58rb19wrdpombmc,,,🔒 IT solutions consulting,"€42,000",42000,€42K salary,"€3,500/month",42000,2022,
2250,Software consultant,4sl2xd8okadip3nckg647,,,🔒 IT solutions consulting,"€37,200",37200,€37K salary,"€3,100/month",37200,2018,
2251,Automation systems engineer,xol2xmpm30wuwiggxh6rg,,Flexible days,Turck BV,"€52,500",52500,"€52K salary, €1K benefits","€4,373/month",52500,2022,
2252,Project manager,pjl3aa45dtyz0tynp17u,,Hybrid option,🔒 IT Supplier,"€52,000",52000,€52K salary,"€4,340/month",52000,2022,
2253,Data Consultant,7yl31i5lfhkaxqe7dk7xh,,Groningen (hybrid option),🔒 local IT consulting,"€164,000",164000,€164K salary,"€13,680/month (€90/hour)",164000,2022,Freelance
2254,Master Data Specialist,m8l2yrdxe9y6tj23d6ts,,Enkhuizen (hybrid option),Syngenta,"€44,100",44100,"€43K salary, €1K bonus","€3,583/month",43000,2022,
2255,Product Manager,9il2ydi0e3rpbeq7qvc,,Hybrid option,Ironhack,"€53,000",53000,€53K salary,"€4,417/month",53000,2022,
2256,Senior Architect,a9l3ebkpqmq63pnmo3lwq,,Remote within country,Infor,"€120,000",120000,€120K salary,"€10,000/month",120000,2022,
2257,BI Developer,p4l3e69r2wzzq0m8u7gao,,Woerden (flexible days),🔒 Enterprise consulting,"€51,500",51500,€52K salary,"€4,300/month",51500,2022,
2258,Creative Director,yol2wt8wxabsu4i6hre5,,Amsterdam (flexible days),🔒 Digital design agency,"€76,500",76500,€76K salary,"€6,372/month",76500,2021,
2259,Manager Demand &amp; IT Change,8pl2wwnuk1qzu89kbk88m,,Den Haag,TNO,"€119,000",119000,"€110K salary, €9K bonus","€9,167/month",110000,2022,
2260,Lead Incident Analyst,zal2wdbh0vapdnxs0fxoi,,Den Haag (hybrid option),🔒 Oil and gas industry,"€146,000",146000,"€127K salary, €13K bonus, €6K equity/year, €5K benefits","€10,583/month",127000,2021,
2261,SAP basis consultant,q8l2wqgxjpkm5uhlnaa8b,,Den haag,🔒 Large software corporation,"€34,200",34200,"€34K salary, €1K bonus","€2,800/month",33600,2022,
2262,Senior software enginer ,95l2wrmwnbygn8byxjhql,,Utrecht (flexible days),Cora,"€58,500",58500,"€54K salary, €5K bonus","€4,500/month",54000,2022,
2263,Senior Software Engineer,wsl2wwyjcqwsej2n7vrlc,,Schaijk,VWS Nederland,"€43,200",43200,€43K salary,"€3,600/month",43200,2022,
2264,Senior Professional Services Consultant ,x6l2x6gl161xmzsl8vh4ei,,Etten-Leur (hybrid option),Aptean,"€53,500",53500,"€52K salary, €2K bonus","€4,300/month",51500,2022,
2265,Data scientist ,wsl2xq4nco8potrbpgmbw,,Rotterdam (hybrid option),DEPT,"€47,600",47600,"€46K salary, €2K bonus, €5K benefits","€3,814/month",45800,2022,
2266,BI Specialist,6ll2ynopdxzo887qivjr,,Amsterdam (hybrid option),Dashmote,"€43,000",43000,€43K salary,"€3,583/month",43000,2021,
2267,Customer Engineer,gzl301e6ldmyvft6t23w,,Amsterdam (flexible days),🔒 Tech company,"€84,000",84000,"€76K salary, €8K bonus, €1K equity/year, €1K benefits","€6,300/month",75500,2022,
2268,Pega certified Architect,gml2yt6vgye2lgmj9uykw,,Hybrid option,🔒 Insurance company,"€56,500",56500,€56K salary,"€4,700/month",56500,2022,
2269,Software Consultant ,mnl3aru2t580a16thcc36,,,Dekimo,"€37,800",37800,€38K salary,"€3,150/month",37800,2021,
2270,Graduate software engineer,crl306rla8qyelzk8w3ud,,Amsterdam (hybrid option),🔒 FinTech company with Dutch HQ,"€63,500",63500,"€60K salary, €4K equity/year, €3K benefits","€5,000/month",60000,2022,
2271,Application Engineer,8ql2yw6uyz6dvi6a919ps,,North-Holland (flexible days),Moog,"€38,400",38400,€38K salary,"€3,200/month",38400,2021,
2272,"Team Lead, Development",e8l3ebg9xkmqbgy61lqk,,Amsterdam (flexible days),Lightspeed Commerce,"€85,500",85500,"€85K salary, €1K relocation","€7,108/month",85500,2021,
2273, Solutions Engineer T2,0ql3ejdjh58opc2go27r,,Amsterdam (flexible days),Datadog,"€67,000",67000,€67K salary,"€5,583/month",67000,2022,
2274,Senior Support Account Manager,rgl3e33vyr1vwva87oe31,,Amsterdam (hybrid option),🔒 US-based big data company,"€123,000",123000,"€107K salary, €16K bonus","€8,913/month",107000,2022,
2275,Senior Software Engineer,a8l3dzzng9iv2yiey65na,,Remote within country,🔒 US-based travel company,"€278,000",278000,"€218K salary, €60K equity/year","€18,167/month",218000,2022,
2276,DevOps engineer ,z9l37vq0pn7lepw7qdazj,,Amsterdam,Cinq,"€33,600",33600,€34K salary,"€2,800/month",33600,2022,
2277,Senior Software Engineer,mbl3bkdx36esacev2uzg7,,Amsterdam (hybrid option),Lightspeed Commerce,"€82,000",82000,"€77K salary, €5K equity/year, €1K benefits","€6,399/month",77000,2021,
2278,Senior Frontend Developer,7cl3dkrb0go4ljrn9i5wh,,Utrecht (flexible days),🔒 Dutch Studio,"€62,000",62000,€62K salary,"€5,184/month",62000,2022,
2279,Medior Frontend Developer,7tl3dl39ip3r7bymmg42u,,Utrecht (flexible days),🔒 Dutch Studio,"€52,000",52000,€52K salary,"€4,320/month",52000,2022,
2280,Software Engineer,c7l3d08vbuvl0xppex3eq,,Amsterdam (remote from anywhere),Spotify,"€119,000",119000,"€97K salary, €22K equity/year","€8,100/month",97000,2022,
2281,Machine Learning Engineer,h4l3cwq8ngv9y4iz3hr7f,,Amsterdam (hybrid option),Beat,"€80,000",80000,"€76K salary, €4K bonus, €1K benefits","€6,333/month",76000,2022,
2282,Machine Learning Engineer,vhl3cwvqncgk2ju8t2ont,,Amsterdam (hybrid option),Beat,"€71,500",71500,"€68K salary, €3K bonus, €1K benefits","€5,667/month",68000,2021,
2283,Product Operations,uol3awc2gsdxw3jyqgz9,,,Wise,"€22,200",22200,€22K salary,"€1,850/month",22200,2022,
2284,Senior Software Engineer,9hl3csdvxpmlg0fqfhxd,,Remote from anywhere,Messagebird,"€76,000",76000,€76K salary,"€6,333/month",76000,2022,
2285,Design engineer,aml395h89o8nkvjuwlchc,,Venlo (hybrid option),Canon,"€46,700",46700,"€43K salary, €4K bonus","€3,600/month",43200,2022,
2286,Senior Software Engineer,tvl38bttouflbvizebff5,,Amsterdam (hybrid option),DAZN,"€98,000",98000,"€85K salary, €13K bonus","€7,083/month",85000,2022,
2287,Principal Software engineer ,lbl34rgiqlu96j39wlzwg,,Hybrid option,Mobiquity ,"€84,000",84000,"€80K salary, €4K bonus","€6,667/month",80000,2022,
2288,Senior system engineer,vyl36t9mn6bi5xyef5kmt,,Tiel,🔒 Well know hotel brand,"€43,800",43800,"€44K salary, €0K relocation","€3,650/month",43800,2022,
2289,Principal Software Engineer,e6l39x5n5s6bxunljmufe,,Amsterdam (flexible days),DAZN,"€130,000",130000,"€110K salary, €20K bonus, €2K relocation","€9,167/month",110000,2022,
2290,Customer Success Manager,w4l32w81y09lcgvq8sk7,,Schiphol (hybrid option),🔒 Tech company,"€59,000",59000,"€53K salary, €5K bonus, €1K equity/year","€4,375/month",52500,2022,
2291,Software Engineer,shl33a3e70q5krd5vkey,,AMSTERDAM,Uber,"€133,000",133000,"€90K salary, €9K bonus, €14K sign-on, €20K equity/year, €13K relocation","€7,500/month",90000,2022,
2292,Software engineer 3,hzl2wl86b2hyarx6xbsxs,,Veldhoven (flexible days),🔒 Semiconductor industry company,"€93,000",93000,"€81K salary, €12K bonus","€6,750/month",81000,2022,
2293,Senior SAP Consultant ,b7l2wesva8auo0e48cnhj,,Breda (flexible days),MyBrand,"€111,000",111000,"€97K salary, €15K bonus","€8,071/month",97000,2021,
2294,Frontend developer,xql2wehqlykam2j4e2in,,Rijswijk (flexible days),Nederlandse Loterij,"€62,500",62500,"€62K salary, €0K bonus","€5,184/month",62000,2022,
2295,Senior UX Designer,j2l2we6ep7sj0hips99h,,Hybrid option,🔒 Well-known Energy supplier,"€155,000",155000,€155K salary,"€12,920/month (€85/hour)",155000,2022,Freelance
2296,Project manager,hcl2wbyac5w6evvwuq9sk,,Eindhoven,🔒 Advanced Mechatronics company,"€77,000",77000,"€76K salary, €1K bonus","€6,333/month",76000,2021,
2297,Lead solution engineer,gml2w880wl4bdjg2ffupv,,Amsterdam (flexible days),VMware,"€182,000",182000,"€106K salary, €26K bonus, €50K sign-on, €20K benefits","€8,800/month",106000,2022,
2298,Executive Search Consultant,g1l29dp94ithkfvvo9oms,,Amsterdam (remote from anywhere),🔒 Recruitment company,"€90,000",90000,"€66K salary, €24K bonus","€5,500/month",66000,2022,
2299,Product manager ,mll1fnjcj6q3fqtm721n,,,Heritage ,"€90,000",90000,€90K salary,"€7,500/month",90000,,
2300,Senior Software Engineer,yhl25vllteqkf6c62w75,,amsterdam (remote within country),Bloomreach,"€173,000",173000,"€73K salary, €100K equity/year","€6,083/month",73000,2022,
2301,Sytems Administrator,btl2lkos7hhxnbe3abtx8,,Hybrid option,🔒 Regional hospital,"€58,000",58000,"€54K salary, €4K bonus","€4,470/month",53500,2022,
2302,Engineering Manager,xtl2nem7gurz0t0n29uy,,Amsterdam,🔒 Cryptocurrency company,"€161,000",161000,"€115K salary, €46K bonus","€9,583/month",115000,2022,
2303,senior program manager,mjl2soe50ke4p5x2dlud,,Hybrid option,🔒 Digital transformation company,"€85,000",85000,"€80K salary, €5K bonus","€6,667/month",80000,2022,
2304,🔒 Above senior-level position within other,jjl2sr7sxly45366019ig,,Flexible days,Essent,"€89,000",89000,"€84K salary, €5K bonus","€7,000/month",84000,2016,
2305,Cloud migration manager,brl2w2q944kdj7j93kyc,,Flexible days,🔒 IT services and consulting,"€81,000",81000,€81K salary,"€6,750/month",81000,2021,
2306,Senior technical consultant,val2w6qyutlrtfotli38n,,Amstelveen (hybrid option),🔒 Digital transformation company,"€67,500",67500,"€62K salary, €5K bonus","€5,200/month",62500,2022,
2307,GIS analyst,1wl2uu3eeycwxdvhigyuu,,Schiedam,🔒 Network operator,"€39,500",39500,€40K salary,"€3,294/month",39500,2022,
2308,Software Engineer,tol33bzlp02ins8nkqxqe,,Remote (remote within country),Meta,"€141,000",141000,"€84K salary, €8K bonus, €17K sign-on, €32K equity/year","€7,031/month",84500,2022,
2309,Frontend developer,rql37qbu4veai8ik7dori,,Amsterdam (flexible days),Adyen,"€58,000",58000,"€58K salary, €0K equity/year, €15K benefits","€4,792/month",57500,2022,
2310,🔒 Senior-level position within product &amp; program management,gdl3ek9kdjxwrv5oytjs,,Amsterdam (flexible days),ABN AMRO,"€90,000",90000,€90K salary,"€7,500/month",90000,2022,
2311,Survey manager ,bbl2wdo1taiv8ngj11jkb,,The Hague,🔒 Survey company,"€45,300",45300,"€44K salary, €1K bonus","€3,672/month",44100,2022,
2312,Senior Solution Consultant,bol2wamu5yklbc2struqp,,,🔒 Large software corporation,"€144,000",144000,"€110K salary, €28K bonus, €7K equity/year","€9,167/month",110000,2022,
2313,BI Consultant,d9l2w3nsyzlbht6kr0eiq,,Randstad (hybrid option),🔒 BI Consultancy,"€55,000",55000,"€50K salary, €5K bonus, €4K benefits","€4,160/month",49900,2022,
2314,Software Engineer,rxl1ggda5bzntgu1fm4wf,,Amsterdam (remote from anywhere),🔒 mid-size Dutch company,"€74,500",74500,€75K salary,"€6,212/month (€40.87/hour)",74500,2022,
2315,🔒 Senior-level position within software engineering,0tl2wvvdscnusr1jg942t,,Utrecht (hybrid option),Rabobank,"€69,500",69500,"€70K salary, €0K benefits","€5,800/month",69500,2022,
2316,Staff Machine Learning Enginneer,gql2wn3901gr6u5b67s9i,,Flexible days,🔒 Big tech,"€286,000",286000,"€180K salary, €36K bonus, €70K equity/year","€15,000/month",180000,2021,
2317,Data Visualization Engineer ,zel2za5zy8qn61a8an5c,,,Cognizant,"€65,000",65000,"€65K salary, €2K relocation","€5,417/month",65000,2022,
2318,Junior software engineer,wzl2yt5cxwynbhjdnkq0i,,Nijmegen (hybrid option),BlueConic,"€45,000",45000,€45K salary,"€3,750/month",45000,2022,
2319,It programmer,mjl2xgck9yb05spqd3l1b,,Amsterdam,🔒 Pharma company,"€79,000",79000,"€72K salary, €7K bonus","€6,000/month",72000,Before 2014,
2320,Service manager,atl2x1axu0pbfuh3pqsj,,Nl,KPN,"€52,000",52000,"€51K salary, €1K sign-on","€4,249/month",51000,2021,
2321,Solution Architect,1jl2wxu2llcm8fn62t0hk,,Amsterdam,🔒 Hosting company,"€62,000",62000,"€58K salary, €5K bonus","€4,800/month",57500,2022,
2322,Director IT,bnl2wyd4nl69eebqt9bum,,,KPN,"€110,000",110000,€110K salary,"€9,167/month",110000,2022,
2323,Data Engineer,y5l2wyfuiow8eumrvw14,,Rotterdam (hybrid option),🔒 Bank,"€69,000",69000,"€60K salary, €9K bonus","€5,000/month",60000,2022,
2324,BI engineer,ibl2wyotn7q1n6yrxau,,Leerdam (hybrid option),🔒 Consultancy,"€53,000",53000,"€51K salary, €2K bonus","€4,250/month",51000,2022,
2325,IT Consultant ,crl2wyvf2gdwp97w0i71,,Amersfoort (hybrid option),CGI,"€65,000",65000,"€65K salary, €10K benefits","€5,400/month",65000,2017,
2326,🔒 Senior-level position within software engineering,aal2x1ege7add2owsznzk,,Utrecht (hybrid option),Rabobank,"€80,000",80000,€80K salary,"€6,667/month",80000,2022,
2327,Backend Lead,ndl2z0iv7wscvv06gvq5,,Amsterdam (flexible days),Bunq,"€102,000",102000,"€97K salary, €5K bonus","€8,083/month",97000,2022,
2328,🔒 Senior-level position within software engineering,bhl2z7xahc3z3k0lw3w2x,,Amsterdam,Dutch Government,"€197,000",197000,€197K salary,"€16,416/month (€108/hour)",197000,2022,Freelance
2329,Software Engineer,usl31pom5mc586xhes15t,,Eindhoven (flexible days),ASML,"€59,000",59000,"€50K salary, €9K bonus, €8K relocation","€4,167/month",50000,2022,
2330,Software Engineer,9el31kdaa9ajfltt18tds,,Eindhoven (hybrid option),Sendcloud,"€59,000",59000,"€59K salary, €2K relocation","€4,900/month",59000,2022,
2331,Data scientist,6yl2zyu9714k0slvudvyf,,Amsterdam (flexible days),🔒 City of Amsterdam,"€69,000",69000,€69K salary,"€5,761/month",69000,2022,
2332,🔒 Senior-level position within software engineering,8xl31hktytj3p8mlxd2d,,Eindhoven (flexible days),ASML,"€74,500",74500,"€69K salary, €6K bonus","€5,751/month",69000,2022,
2333,Product Owner ,yfl2ylocphkr9egezr09i,,Randstad,🔒 Big e-commerce company NL,"€62,500",62500,"€57K salary, €6K bonus","€4,750/month",57000,2022,
2334,🔒 Senior-level position within software engineering,y5l2yka3ohvaa63ht81fa,,Hybrid option,ServiceNow,"€117,000",117000,"€87K salary, €13K bonus, €17K equity/year, €15K benefits","€7,250/month",87000,2021,
2335,Senior Product Marketing Manager ,1vl2yjstq7ggdg8kk2kzq,,Amsterdam (hybrid option),TomTom,"€110,000",110000,"€100K salary, €10K bonus","€8,333/month",100000,2022,
2336,Sr. Architect,r4l2y6chdc8uushzhq37,,Amsterdam (hybrid option),FedEx,"€70,500",70500,"€70K salary, €1K bonus, €2K relocation","€5,833/month",70000,2021,
2337,Senior data scientist,q2l2xnt0usm9vpa0kebcm,,Flexible days,🔒 Energy provider,"€61,000",61000,"€58K salary, €3K bonus, €6K benefits","€4,860/month",58500,2022,
